-4.388020833333333010e-02,-6.588541666666666297e-01,1.993815104166666782e-02,4.939778645833333565e-02,-4.967447916666666852e-01,7.499186197916667129e-02
-3.191731770833333010e-02,-6.713541666666666963e-01,1.420084635416666609e-02,2.492268880208333218e-02,-4.814453125000000000e-01,6.860351562500000000e-02
-2.312825520833333356e-02,-6.921874999999999556e-01,2.633463541666666505e-02,4.406738281250000000e-02,-4.606119791666666852e-01,5.655924479166666435e-02
-1.468098958333333322e-02,-6.942708333333332815e-01,3.159179687500000139e-02,7.954915364583332871e-02,-4.306640625000000000e-01,4.768880208333333565e-02
-1.707356770833333426e-02,-6.848958333333333703e-01,1.993815104166666782e-02,9.155273437500000000e-02,-4.111328125000000000e-01,4.058837890625000000e-02
-1.021321614583333391e-02,-6.921874999999999556e-01,3.398437499999999722e-02,8.805338541666667129e-02,-3.805338541666666852e-01,4.272460937500000000e-02
-1.547851562499999965e-02,-6.822916666666666297e-01,4.739583333333333148e-02,4.052734375000000000e-02,-3.684895833333333148e-01,4.695638020833333565e-02
-7.979329427083332524e-03,-6.661458333333333259e-01,5.361328124999999861e-02,-5.627441406250000000e-02,-3.639322916666666852e-01,5.619303385416666435e-02
8.772786458333332524e-03,-6.296874999999999556e-01,3.255208333333333565e-02,-1.842447916666666574e-01,-3.613281250000000000e-01,5.655924479166666435e-02
1.787109375000000069e-02,-5.921874999999999778e-01,-2.392578125000000173e-03,-3.165690104166666852e-01,-3.606770833333333148e-01,5.017089843750000000e-02
-5.265299479166666609e-03,-6.572916666666667185e-01,8.618164062499999306e-03,-3.811848958333333148e-01,-3.600260416666666852e-01,3.137207031250000000e-02
-2.329101562500000139e-02,-7.593750000000000222e-01,-1.308593750000000035e-02,-2.311197916666666574e-01,-3.600260416666666852e-01,5.191167195638021195e-04
-8.618164062499999306e-03,-7.291666666666666297e-01,-5.106608072916666956e-03,-1.266479492187500000e-02,-3.528645833333333148e-01,-4.414876302083333565e-02
8.138020833333333912e-03,-6.984375000000000444e-01,8.296712239583333565e-03,5.257161458333333565e-02,-3.234049479166666852e-01,-7.645670572916667129e-02
1.388346354166666678e-02,-6.906250000000000444e-01,1.691080729166666644e-02,2.244059244791666782e-02,-2.921549479166666852e-01,-9.667968750000000000e-02
1.754557291666666505e-02,-6.807291666666667185e-01,3.015950520833333287e-02,-3.749593098958333565e-02,-2.693684895833333148e-01,-1.108398437500000000e-01
1.021321614583333391e-02,-6.999999999999999556e-01,3.476562500000000139e-02,-9.383138020833332871e-02,-2.566731770833333148e-01,-1.296386718750000000e-01
5.904134114583333391e-03,-6.760416666666666519e-01,1.340332031249999965e-02,-1.325683593750000000e-01,-2.687174479166666852e-01,-1.473795572916666574e-01
1.212565104166666609e-02,-6.713541666666666963e-01,6.860351562500000347e-03,-1.608886718750000000e-01,-2.744140625000000000e-01,-1.774088541666666574e-01
1.946614583333333356e-02,-6.541666666666666741e-01,1.260579427083333322e-02,-1.998697916666666574e-01,-2.783203125000000000e-01,-1.938476562500000000e-01
3.766276041666666990e-02,-6.588541666666666297e-01,1.276855468749999931e-02,-2.329101562500000000e-01,-2.687174479166666852e-01,-2.011718750000000000e-01
4.739583333333333148e-02,-6.494791666666667185e-01,-1.962890625000000139e-02,-2.166341145833333426e-01,-2.524414062500000000e-01,-1.962890625000000000e-01
4.785156250000000000e-02,-6.505208333333333259e-01,-3.876953125000000278e-02,-1.722005208333333426e-01,-2.304687500000000000e-01,-1.923828125000000000e-01
4.755859375000000278e-02,-6.348958333333333259e-01,-5.136718750000000139e-02,-9.497070312500000000e-02,-2.027994791666666574e-01,-1.905924479166666574e-01
5.266927083333333010e-02,-6.302083333333333703e-01,-5.328776041666666990e-02,-1.762898763020833218e-02,-1.725260416666666574e-01,-1.930338541666666574e-01
4.547526041666666990e-02,-5.999999999999999778e-01,-6.126302083333333426e-02,5.772908528645833044e-03,-1.499023437500000000e-01,-1.881510416666666574e-01
4.785156250000000000e-02,-5.890625000000000444e-01,-7.447916666666666574e-02,-4.511515299479166956e-03,-1.339518229166666574e-01,-1.824544270833333426e-01
5.729166666666666435e-02,-5.906249999999999556e-01,-8.470052083333333426e-02,-1.762898763020833218e-02,-1.183268229166666713e-01,-1.746419270833333426e-01
7.786458333333333426e-02,-6.057291666666666519e-01,-6.604817708333333981e-02,9.323120117187500000e-03,-1.031087239583333287e-01,-1.647135416666666574e-01
8.554687499999999445e-02,-5.984374999999999556e-01,-6.875000000000000555e-02,4.724121093750000000e-02,-7.686360677083332871e-02,-1.586914062500000000e-01
7.643229166666666574e-02,-5.739583333333333481e-01,-6.285807291666666019e-02,6.429036458333332871e-02,-5.346679687500000000e-02,-1.491699218750000000e-01
8.183593749999999722e-02,-5.791666666666667185e-01,-6.731770833333333703e-02,3.627522786458333565e-02,-5.415852864583333565e-02,-1.413574218750000000e-01
1.080078124999999944e-01,-5.828124999999999556e-01,-5.393880208333333426e-02,1.251220703125000000e-02,-5.631510416666666435e-02,-1.377766927083333426e-01
1.003906249999999972e-01,-5.666666666666666519e-01,-3.893229166666666713e-02,-2.508544921875000000e-02,-3.963216145833333565e-02,-1.342773437500000000e-01
9.941406249999999722e-02,-5.546875000000000000e-01,-4.514973958333333426e-02,-1.112467447916666713e-01,-4.707845052083333565e-02,-1.285807291666666574e-01
1.126302083333333287e-01,-5.718750000000000222e-01,-5.615234375000000000e-02,-1.488444010416666574e-01,-5.700683593750000000e-02,-1.215006510416666713e-01
1.192057291666666630e-01,-5.885416666666666297e-01,-4.277343749999999722e-02,-1.190592447916666713e-01,-5.415852864583333565e-02,-1.143391927083333287e-01
1.262369791666666796e-01,-5.817708333333333481e-01,-4.244791666666666852e-02,-5.806477864583333565e-02,-4.707845052083333565e-02,-1.069335937500000000e-01
1.402343749999999944e-01,-5.723958333333333259e-01,-3.668619791666666990e-02,-2.791341145833333218e-02,-4.353841145833333565e-02,-9.912109375000000000e-02
1.416666666666666630e-01,-5.567708333333333259e-01,-4.404296875000000139e-02,-4.597981770833333565e-02,-3.751627604166666435e-02,-8.780924479166667129e-02
1.453125000000000111e-01,-5.656250000000000444e-01,-5.664062500000000000e-02,-8.251953125000000000e-02,-3.572591145833333565e-02,-7.999674479166667129e-02
1.499999999999999944e-01,-5.864583333333333037e-01,-6.575520833333332871e-02,-8.536783854166667129e-02,-3.218587239583333565e-02,-6.685384114583332871e-02
1.531250000000000111e-01,-5.770833333333332815e-01,-4.277343749999999722e-02,-7.861328125000000000e-02,-2.935791015625000000e-02,-5.692545572916666435e-02
