2.481770833333333259e-01,-5.807291666666666297e-01,-4.833984375000000000e-02,8.444010416666666297e-01,5.281575520833333565e-02,-8.797200520833332871e-02
2.404947916666666796e-01,-5.205729166666667185e-01,-4.580078124999999861e-02,8.730468750000000000e-01,-7.132975260416667129e-02,-1.078287760416666713e-01
2.102864583333333426e-01,-5.039062500000000000e-01,1.468098958333333322e-02,8.769531250000000000e-01,-2.358398437500000000e-01,-1.536458333333333426e-01
2.283854166666666741e-01,-5.309895833333333481e-01,6.559244791666667129e-02,8.385416666666666297e-01,-2.355143229166666574e-01,-1.660156250000000000e-01
3.098958333333333148e-01,-5.625000000000000000e-01,8.248697916666666852e-02,9.010416666666666297e-01,-1.720377604166666574e-01,-1.252441406250000000e-01
2.731770833333333481e-01,-5.609374999999999778e-01,9.205729166666666574e-02,9.713541666666666297e-01,-9.187825520833332871e-02,-1.440429687500000000e-01
3.070312499999999778e-01,-6.010416666666666963e-01,1.572916666666666630e-01,9.635416666666666297e-01,1.627604166666666782e-02,-1.401367187500000000e-01
2.627604166666666630e-01,-5.458333333333332815e-01,2.002604166666666630e-01,1.185546875000000000e+00,3.128255208333333148e-01,-1.834309895833333426e-01
3.695312499999999778e-01,-6.125000000000000444e-01,1.904947916666666630e-01,2.610677083333333148e-01,-1.114095052083333287e-01,-3.952026367187500000e-03
7.610677083333333703e-02,-2.378906249999999944e-01,3.265624999999999778e-01,-2.000325520833333426e-01,-7.132975260416667129e-02,4.001871744791666435e-02
3.919270833333333148e-01,-4.817708333333333148e-01,2.773437500000000000e-01,-3.743489583333333148e-01,-1.138305664062500000e-02,1.620279947916666574e-01
2.574218750000000222e-01,-5.132812500000000222e-01,2.230468750000000056e-01,-6.770833333333333703e-01,-1.092936197916666713e-01,1.599121093750000000e-01
2.986979166666666741e-01,-4.249999999999999889e-01,2.440104166666666741e-01,-6.972656250000000000e-01,-8.797200520833332871e-02,1.739908854166666574e-01
