-1.216145833333333315e-01,-7.807291666666666963e-01,-8.261718749999999445e-02,-2.128906250000000000e-01,6.396484375000000000e-01,4.300944010416666435e-02
-6.477864583333332871e-02,-8.635416666666666519e-01,-3.828938802083333391e-03,-1.759440104166666574e-01,6.660156250000000000e-01,-2.353986104329427174e-04
-4.563802083333333426e-02,-9.302083333333333037e-01,-4.195963541666666852e-02,-2.921549479166666782e-02,7.493489583333333703e-01,-4.418945312500000000e-02
-8.997395833333333981e-02,-8.927083333333333259e-01,-7.962239583333333148e-02,3.285725911458333565e-02,8.157552083333333703e-01,-1.062825520833333287e-01
-1.308593750000000000e-01,-8.692708333333333259e-01,-9.414062500000000555e-02,-7.991536458333332871e-02,8.548177083333333703e-01,-1.555989583333333426e-01
-1.460937499999999944e-01,-9.104166666666666519e-01,-3.909505208333333148e-02,-1.933593750000000000e-01,8.945312500000000000e-01,-1.966145833333333426e-01
-1.467447916666666796e-01,-9.536458333333333037e-01,-9.830729166666667129e-02,-1.664225260416666574e-01,9.062500000000000000e-01,-2.477213541666666574e-01
-1.308593750000000000e-01,-9.140625000000000000e-01,-6.637369791666666852e-02,-8.064778645833332871e-02,9.251302083333333703e-01,-3.105468750000000000e-01
-1.121744791666666602e-01,-9.166666666666666297e-01,7.356770833333332871e-02,-2.602132161458333218e-02,9.459635416666666297e-01,-3.483072916666666852e-01
-1.248046874999999972e-01,-8.479166666666666519e-01,7.272135416666666852e-02,-2.459716796875000000e-02,9.420572916666666297e-01,-4.215494791666666852e-01
-1.327473958333333370e-01,-7.947916666666666741e-01,5.569661458333333148e-02,-6.538899739583332871e-02,8.951822916666666297e-01,-4.908854166666666852e-01
-1.171223958333333370e-01,-8.218750000000000222e-01,6.126302083333333426e-02,-1.476236979166666574e-01,8.196614583333333703e-01,-5.419921875000000000e-01
-4.850260416666666435e-02,-8.270833333333332815e-01,8.873697916666666019e-02,-1.558430989583333426e-01,7.239583333333333703e-01,-5.745442708333333703e-01
-3.476562500000000139e-02,-8.140625000000000222e-01,1.623697916666666796e-01,-1.033528645833333287e-01,6.920572916666666297e-01,-5.647786458333333703e-01
-3.958333333333333148e-02,-7.317708333333333703e-01,1.619791666666666741e-01,-6.042480468750000000e-02,6.503906250000000000e-01,-5.683593750000000000e-01
-7.181803385416666956e-03,-6.802083333333333037e-01,1.446614583333333259e-01,-7.885742187500000000e-02,5.794270833333333703e-01,-5.576171875000000000e-01
-1.914469401041666696e-03,-6.807291666666667185e-01,1.651041666666666630e-01,-5.900065104166666435e-02,5.247395833333333703e-01,-5.419921875000000000e-01
2.202148437500000069e-02,-6.432291666666666297e-01,1.446614583333333259e-01,2.221679687500000000e-02,4.417317708333333148e-01,-5.237630208333333703e-01
6.207682291666666990e-02,-5.963541666666666297e-01,1.132812500000000000e-01,7.397460937500000000e-02,3.847656250000000000e-01,-4.993489583333333148e-01
